Item,Color,Platform A,Platform B,Platform C
Shirts,Burgundy,1784,1680,546
Skirts,Burgundy,1343,629,1934
Shorts,Peach,1126,1254,1815
Jackets,Peach,1806,568,510
Jeans,Peach,1371,1049,1657
Shorts,Peach,1314,845,801
T-Shirts,Peach,895,717,640
Jeans,Peach,1733,1484,1492
Shorts,Peach,1327,1182,1983
Skirts,Peach,855,1507,1847
Shirts,Peach,1387,626,1629
Dresses,Peach,1103,1901,1513
T-Shirts,Peach,1552,1985,1819
Dresses,Peach,1278,1930,1313
Shirts,Peach,1928,1869,919
Jeans,Peach,1482,1324,1524
Shorts,Peach,1066,870,1435
Shorts,Peach,1160,1954,1468
Shirts,Peach,1660,701,1959
Dresses,Peach,616,1436,1074
Skirts,Peach,1036,574,885
Shorts,Peach,1733,974,917
T-Shirts,Peach,1139,1438,1454
Skirts,Peach,1262,1702,1705
Dresses,Peach,1703,1209,1684
Dresses,Peach,784,562,1502
Jeans,Peach,1165,655,1992
Dresses,Peach,1466,1348,1607
Dresses,Peach,1188,647,841
Skirts,Peach,1586,1883,1060
Shorts,Peach,1664,1489,714
T-Shirts,Peach,1451,1222,1841
Jeans,Peach,784,1828,928
Shirts,Peach,785,1667,1947
T-Shirts,Peach,517,1268,1089
T-Shirts,Peach,1698,1509,693
Jeans,Peach,1487,1636,613
Jeans,Peach,1446,1330,1787
Shirts,Peach,554,1299,1277
Jackets,Peach,661,1903,586
Shorts,Peach,1999,1701,1914
Shirts,Peach,1531,1332,812
Shorts,Peach,942,827,1577
Dresses,Peach,1762,1752,1078
T-Shirts,Peach,1506,1787,1941
T-Shirts,Peach,595,1611,1601
Jeans,Peach,990,951,664
Jeans,Peach,968,1409,1234
Shorts,Peach,1443,506,829
Shorts,Peach,650,1608,646
Shirts,Peach,1414,1808,1199
Jackets,Peach,1013,1314,1208
Skirts,Peach,1245,1522,1909
T-Shirts,Peach,970,1642,895
Skirts,Peach,760,1304,1433
Jeans,Peach,1404,1749,1576
Skirts,Peach,1353,1887,1803
Dresses,Peach,1213,1681,1131
T-Shirts,Peach,627,1235,1220
Jackets,Peach,1638,1732,1025
Dresses,Peach,1051,736,1804
Shorts,Peach,1724,1801,1758
Jeans,Peach,503,1165,941
Shirts,Peach,1632,1109,1304
T-Shirts,Peach,1337,1669,627
Shirts,Peach,541,1879,540
Jeans,Peach,533,1540,1676
Jeans,Peach,1901,1087,841
Shirts,Peach,526,1810,1145
T-Shirts,Peach,667,1109,767
Shirts,Peach,1320,954,1405
Shirts,Peach,1924,1421,1480
Skirts,Peach,1201,1133,629
Skirts,Peach,1886,1318,1192
Skirts,Peach,1894,1293,528
Shirts,Peach,1819,510,1175
Dresses,Peach,686,1306,1243
T-Shirts,Peach,1833,597,554
Shorts,Peach,1163,1257,905
Shirts,Peach,1835,1812,1250
Skirts,Peach,1990,1767,1457
T-Shirts,Peach,864,981,700
Jackets,Peach,1973,572,1212
Dresses,Peach,1740,560,1438
Jackets,Peach,524,1562,630
Jackets,Peach,1752,607,671
T-Shirts,Peach,601,1365,1023
T-Shirts,Peach,1567,1316,1456
Dresses,Peach,829,511,1841
T-Shirts,Peach,1160,1604,873
Jeans,Peach,1723,965,1612
Skirts,Peach,988,546,1811
Jackets,Peach,1539,1210,900
Shorts,Peach,1480,1609,749
Shorts,Peach,834,1128,636
T-Shirts,Peach,1187,1326,1226
Shirts,Peach,1093,1746,1489
Skirts,Peach,1434,1494,901
T-Shirts,Peach,1114,1796,1682
T-Shirts,Peach,1119,687,1621
T-Shirts,Peach,1304,1694,1435
Jackets,Peach,682,1482,863
Shorts,Crimson,996,1872,1481
Dresses,Crimson,1920,1221,1684
Shirts,Crimson,1949,1631,1393
Jackets,Crimson,810,1238,1693
Jackets,Crimson,913,750,1258
Shirts,Crimson,1664,1797,1939
T-Shirts,Crimson,1562,1313,528
Jeans,Crimson,976,817,744
Skirts,Crimson,1196,771,1963
Skirts,Crimson,1762,876,765
Jeans,Crimson,1420,1882,839
Shirts,Crimson,1076,502,1952
Jeans,Crimson,875,823,645
Jeans,Crimson,792,931,1204
Shirts,Crimson,1084,898,1316
Dresses,Crimson,1867,1463,1663
T-Shirts,Crimson,560,1438,1903
Jeans,Crimson,1306,1963,1842
Jeans,Crimson,1867,510,1585
Shirts,Crimson,725,1676,1063
Skirts,Crimson,1833,1384,1766
Shirts,Crimson,1889,1853,1630
Jackets,Crimson,1324,717,1436
Dresses,Crimson,1005,758,553
Shorts,Crimson,1226,1188,1622
Skirts,Crimson,918,1189,1349
Jeans,Crimson,1668,715,502
T-Shirts,Crimson,1280,1643,1392
Shorts,Crimson,1612,828,1079
Jeans,Crimson,1880,1790,1451
T-Shirts,Crimson,1134,1487,1718
Dresses,Crimson,1237,1855,669
Dresses,Crimson,1986,539,1784
T-Shirts,Crimson,1454,1749,1483
Skirts,Crimson,1474,537,827
T-Shirts,Crimson,1699,1413,953
Shirts,Crimson,1839,1472,1295
Shirts,Crimson,1472,1092,1637
Shirts,Crimson,723,817,848
T-Shirts,Crimson,1197,1846,1563
Jackets,Crimson,539,1812,1785
T-Shirts,Crimson,835,1691,591
Dresses,Crimson,1070,1315,1280
T-Shirts,Crimson,1056,1868,1693
Skirts,Crimson,690,921,1199
Shorts,Crimson,632,1056,1325
Dresses,Crimson,1554,1034,925
Jackets,Crimson,1171,862,1960
Jeans,Crimson,581,855,1781
Jeans,Crimson,1088,794,1747
Shirts,Crimson,1569,1636,1756
Dresses,Crimson,859,1746,1365
Skirts,Crimson,947,1355,864
T-Shirts,Crimson,1507,1849,966
Jeans,Crimson,1978,1085,1756
Jackets,Crimson,1935,1071,834
Jeans,Crimson,536,1488,777
Skirts,Crimson,1415,983,1765
Skirts,Crimson,1230,691,1540
Skirts,Crimson,1417,900,1385
Dresses,Crimson,521,973,1643
T-Shirts,Crimson,709,805,1793
Shorts,Crimson,784,1215,1262
T-Shirts,Crimson,1447,880,959
Shorts,Crimson,528,1406,1556
Jeans,Crimson,1378,578,1446
T-Shirts,Crimson,1069,1953,1237
Shirts,Crimson,1015,1622,896
Dresses,Crimson,538,1794,1386
Shirts,Crimson,656,1598,1383
Jackets,Crimson,1473,1607,1545
T-Shirts,Crimson,1348,1905,1247
Skirts,Crimson,1488,520,802
Shirts,Crimson,583,1976,1910
T-Shirts,Crimson,1780,1069,1433
Shorts,Crimson,1685,1686,1508
Dresses,Crimson,1291,1794,991
T-Shirts,Crimson,1583,929,1484
Dresses,Crimson,1832,1019,1090
T-Shirts,Crimson,698,886,848
Skirts,Crimson,1192,877,1398
Skirts,Crimson,1026,1676,1233
Jeans,Crimson,954,1796,1759
Skirts,Crimson,1020,1516,1455
Shorts,Crimson,1225,1513,1000
Shirts,Crimson,885,1867,1083
T-Shirts,Crimson,1587,1220,571
Shirts,Crimson,773,1843,837
Jeans,Crimson,1106,665,510
Shirts,Crimson,1228,1300,601
Dresses,Crimson,1915,1278,713
T-Shirts,Crimson,1611,900,1087
Dresses,Crimson,1569,1986,1091
Jeans,Crimson,1609,591,1172
Jackets,Crimson,1435,741,501
Dresses,Crimson,1300,1088,615
Jackets,Crimson,1417,1626,693
Jeans,Crimson,1370,589,621
Jackets,Crimson,642,1493,605
Shorts,Crimson,927,1828,816
T-Shirts,Light Red,1134,508,1273
Dresses,Light Red,1882,722,1939
Dresses,Light Red,1893,1215,1787
Jackets,Light Red,1841,1607,1841
Shorts,Light Red,750,882,506
T-Shirts,Light Red,1607,707,1399
Jeans,Light Red,1837,521,909
Shorts,Light Red,1014,1650,1308
Skirts,Light Red,1373,513,1470
Jackets,Light Red,1513,1535,586
Skirts,Light Red,1408,1824,1766
Jackets,Light Red,1670,1249,1879
Shirts,Light Red,808,1194,787
T-Shirts,Light Red,1413,1161,1048
Dresses,Light Red,1582,1423,1254
T-Shirts,Light Red,944,592,1730
Dresses,Light Red,1402,1855,1361
Shirts,Light Red,658,1456,523
Skirts,Light Red,1304,1015,1231
Skirts,Light Red,1905,1031,1455
Jackets,Light Red,1446,1107,919
Jackets,Light Red,1640,1365,1077
Shorts,Light Red,1941,1431,794
Jackets,Light Red,1254,1894,685
Jeans,Light Red,1136,1791,1760
Jackets,Light Red,520,1410,1366
Jackets,Light Red,599,1251,977
Shorts,Light Red,1821,1439,1025
Jeans,Light Red,501,874,792
Shirts,Light Red,1504,1052,817
Jeans,Light Red,880,513,1003
Shorts,Light Red,1607,629,1337
Dresses,Light Red,1390,527,565
T-Shirts,Light Red,1752,760,1972
Skirts,Light Red,800,1418,1826
Shorts,Light Red,1918,1533,1129
Jeans,Light Red,1091,1343,1361
Dresses,Light Red,1780,632,1799
T-Shirts,Light Red,1471,1012,812
Jeans,Light Red,1807,1644,1630
Shirts,Light Red,1186,1727,664
Dresses,Light Red,655,1890,1119
T-Shirts,Light Red,1456,833,1468
Shorts,Light Red,1816,1543,781
Shirts,Light Red,1524,618,1558
Jeans,Light Red,984,1582,1336
Dresses,Light Red,1508,1190,1729
Skirts,Light Red,989,775,1192
Jackets,Light Red,1739,1774,625
Jackets,Light Red,716,1829,1708
Shorts,Light Red,1746,1707,994
T-Shirts,Light Red,1701,1418,1951
Jeans,Light Red,650,883,807
Jackets,Light Red,1245,1391,874
Jackets,Light Red,1864,628,1514
Shirts,Light Red,1875,1881,1016
Shorts,Light Red,585,1698,1716
Shorts,Light Red,1642,1741,926
Jackets,Light Red,1937,613,1668
Jackets,Light Red,802,1243,1087
T-Shirts,Light Red,844,1313,1300
Dresses,Light Red,1670,1810,1576
Shirts,Light Red,860,1743,1509
Jeans,Light Red,1074,1684,1612
Shirts,Light Red,1084,1088,1682
Dresses,Light Red,1470,1847,1904
Jeans,Light Red,993,518,1977
Jackets,Light Red,896,1500,1802
T-Shirts,Light Red,1888,1854,1867
Jeans,Light Red,1321,954,1224
Shorts,Light Red,1588,1599,1210
Shorts,Light Red,1416,1327,1104
Dresses,Light Red,1940,804,1235
Dresses,Light Red,790,601,1790
T-Shirts,Light Red,1467,1473,1341
Jackets,Light Red,1441,1526,584
Jackets,Light Red,827,1315,1973
Jeans,Light Red,1128,1744,1677
Dresses,Light Red,511,1656,803
Shirts,Light Red,1474,1823,1282
T-Shirts,Light Red,1443,842,1849
Jeans,Light Red,997,863,1390
T-Shirts,Light Red,1504,520,906
T-Shirts,Light Red,1514,835,1640
Skirts,Light Red,898,1292,1214
T-Shirts,Light Red,823,1288,640
Jeans,Light Red,1286,1857,1463
Shirts,Light Red,993,1250,1679
T-Shirts,Light Red,1667,605,1943
Jeans,Light Red,501,1088,1143
Jackets,Light Red,1868,849,1982
Shorts,Light Red,1874,1631,1562
Shirts,Light Red,658,1458,811
Dresses,Light Red,944,797,1451
Skirts,Light Red,1607,1975,1908
Skirts,Light Red,1899,1885,1058
T-Shirts,Light Red,640,1386,1641
Shirts,Light Red,1225,1743,1549
Dresses,Light Red,509,1483,877
Dresses,Light Red,1181,1083,651
Dresses,Khaki,1677,1358,1816
Skirts,Khaki,549,1163,1030
Skirts,Khaki,1583,1690,1725
Dresses,Khaki,645,1414,1492
Shorts,Khaki,741,1080,1186
Dresses,Khaki,982,1631,1749
Dresses,Khaki,1130,1160,1161
Shirts,Khaki,918,1487,1978
T-Shirts,Khaki,1149,1468,1089
Shirts,Khaki,1008,940,1777
Dresses,Khaki,1269,1843,762
Shirts,Khaki,1897,1136,1690
Dresses,Khaki,958,1498,1803
Skirts,Khaki,801,1741,1625
Jackets,Khaki,787,1690,1120
Jeans,Khaki,535,1243,852
Skirts,Khaki,572,1147,1876
T-Shirts,Khaki,1593,924,1498
Skirts,Khaki,1060,1327,1455
Shirts,Khaki,927,659,648
Jeans,Khaki,566,1513,880
Jackets,Khaki,1782,841,1653
Shorts,Khaki,1695,1269,1113
Dresses,Khaki,853,1994,615
Jeans,Khaki,1965,952,2000
Shorts,Khaki,1826,1516,810
Jackets,Khaki,945,1169,1132
Shorts,Khaki,1411,1535,1156
Skirts,Khaki,1479,1014,736
Shorts,Khaki,847,1126,1627
Jeans,Khaki,1771,863,820
Dresses,Khaki,785,648,1607
Jeans,Khaki,905,1477,955
Shorts,Khaki,1299,1684,1512
Skirts,Khaki,1237,1008,980
Shorts,Khaki,613,1248,860
Shirts,Khaki,1269,1260,1468
Dresses,Khaki,1334,1703,1930
Jackets,Khaki,1719,1989,810
Jeans,Khaki,1942,905,642
Jeans,Khaki,1839,1624,743
Jackets,Khaki,511,1762,1060
Jackets,Khaki,1177,1093,1952
T-Shirts,Khaki,1681,1739,1985
Jeans,Khaki,1590,1530,1447
Jeans,Khaki,572,898,1928
T-Shirts,Khaki,1077,1358,629
T-Shirts,Khaki,1989,1729,765
Dresses,Khaki,1292,752,1321
Dresses,Khaki,663,594,1332
Jeans,Khaki,835,1321,737
Shirts,Khaki,1959,1398,982
Dresses,Khaki,1401,1548,1640
Jackets,Khaki,1915,1416,1493
Skirts,Khaki,1036,1602,1696
Skirts,Khaki,1535,627,591
Shirts,Khaki,1042,1345,1488
Skirts,Khaki,946,889,1171
Shirts,Khaki,542,753,1653
Skirts,Khaki,1162,966,786
T-Shirts,Khaki,1990,1277,844
Jackets,Khaki,881,1189,1776
Shorts,Khaki,1579,1986,956
Shorts,Khaki,582,1622,648
Dresses,Khaki,1679,689,1382
Shorts,Khaki,1603,899,1263
Dresses,Khaki,1783,1284,600
Shorts,Khaki,1903,1319,1744
Skirts,Khaki,919,623,921
Shorts,Khaki,1586,1267,982
Shorts,Khaki,654,591,1481
Jeans,Khaki,954,1097,1009
Shorts,Khaki,885,904,745
Jeans,Khaki,1160,1149,1994
Jackets,Khaki,1946,1400,564
Shirts,Khaki,712,741,992
Shirts,Khaki,837,672,1171
Skirts,Khaki,964,1494,996
Skirts,Khaki,894,1202,807
Shorts,Khaki,1128,1009,1045
Skirts,Khaki,1123,1093,1243
T-Shirts,Khaki,1959,1945,1053
Shirts,Khaki,1053,896,1124
Dresses,Khaki,691,516,1643
Dresses,Khaki,924,628,1653
Skirts,Khaki,528,1620,1533
Jackets,Khaki,731,1288,1807
T-Shirts,Khaki,1258,1301,1275
T-Shirts,Khaki,1225,699,1444
Shorts,Khaki,1455,1355,1696
T-Shirts,Khaki,1080,1939,1439
Dresses,Khaki,586,600,1531
Shirts,Khaki,1723,586,542
Dresses,Khaki,1958,907,1163
Dresses,Khaki,647,776,731
Jackets,Khaki,865,1751,935
Shorts,Khaki,1734,1914,998
Skirts,Khaki,1062,941,1784
Shirts,Khaki,849,1875,1019
Jackets,Khaki,1491,867,1743
Dresses,Lime,1746,859,1420
Dresses,Lime,1461,962,1445
T-Shirts,Lime,1905,1335,668
Dresses,Lime,877,618,689
Shorts,Lime,869,648,1151
T-Shirts,Lime,1269,873,1280
Shirts,Lime,659,850,1811
Skirts,Lime,1749,1022,1021
Shorts,Lime,772,1435,1925
Shorts,Lime,987,1345,623
Jackets,Lime,1484,1289,913
Skirts,Lime,1695,1811,1958
Jeans,Lime,612,1387,621
Jeans,Lime,538,996,1279
Dresses,Lime,1442,648,1920
Jeans,Lime,1160,801,1883
Jeans,Lime,1146,1162,735
T-Shirts,Lime,755,1097,1161
T-Shirts,Lime,1868,1033,1359
Shirts,Lime,1989,1269,1040
Shirts,Lime,962,935,782
Jackets,Lime,1986,1930,587
Skirts,Lime,960,777,920
Shirts,Lime,1876,1195,1014
Shorts,Lime,518,522,912
Jeans,Lime,607,1890,1804
Shirts,Lime,1634,635,861
Jackets,Lime,628,1784,1014
Dresses,Lime,1627,1747,1373
Jackets,Lime,972,1533,1928
Jeans,Lime,730,1422,1589
Dresses,Lime,611,1536,1916
Skirts,Lime,1431,1097,733
Jackets,Lime,813,1065,1535
Dresses,Lime,1537,1941,1960
Dresses,Lime,1543,1086,1514
Jeans,Lime,1734,1624,1197
Skirts,Lime,1904,1655,1543
Jackets,Lime,1035,1513,726
Jackets,Lime,1992,1321,1370
Shirts,Lime,701,537,1441
Skirts,Lime,687,1580,1440
Skirts,Lime,772,1642,1082
Skirts,Lime,1744,1025,835
Jackets,Lime,1578,999,1399
Jeans,Lime,1035,661,1093
T-Shirts,Lime,658,1711,559
T-Shirts,Lime,1842,710,905
Shirts,Lime,1599,1041,1837
Jeans,Lime,1640,1426,1367
T-Shirts,Lime,931,1239,1873
Shorts,Lime,612,1706,980
Jackets,Lime,1330,1636,1262
Skirts,Lime,1262,1826,1470
Dresses,Lime,1519,1641,660
Dresses,Lime,697,1783,1159
Shorts,Lime,898,577,623
T-Shirts,Lime,636,1101,1923
Shirts,Lime,999,637,549
T-Shirts,Lime,1472,753,1209
Dresses,Lime,1062,1256,1949
T-Shirts,Lime,1825,1421,1080
Shirts,Lime,548,1416,1597
Shirts,Lime,855,1783,1137
Shorts,Lime,1818,1509,1430
Dresses,Lime,1291,1836,1111
Jeans,Lime,1308,1705,1185
Skirts,Lime,1887,687,1484
Skirts,Lime,1224,1425,1931
Skirts,Lime,1117,913,1865
Skirts,Lime,1402,662,1743
Jeans,Lime,1131,1405,1923
Jeans,Lime,704,1081,1340
Shirts,Lime,1751,1095,749
T-Shirts,Lime,1964,695,1189
Dresses,Lime,1593,1138,1922
Jackets,Lime,1171,1726,1671
Shorts,Lime,1443,698,1949
Jackets,Lime,991,1395,641
Dresses,Lime,664,813,520
Jackets,Lime,1654,1483,804
T-Shirts,Lime,870,1352,883
Skirts,Lime,944,924,660
Jackets,Lime,1128,1394,989
Dresses,Lime,826,1097,1514
Dresses,Lime,1092,1072,1877
Skirts,Lime,1453,542,922
Jeans,Lime,676,1028,1465
Jeans,Lime,697,1109,1341
Shirts,Lime,521,1635,1580
Jackets,Lime,1341,597,1667
T-Shirts,Lime,1136,1609,1087
Shorts,Lime,1817,1070,1110
T-Shirts,Lime,1060,1459,531
Shorts,Lime,776,1031,1677
Shorts,Lime,1591,1383,713
Shorts,Lime,875,1243,712
Shorts,Lime,1127,1103,1281
T-Shirts,Lime,1904,1500,1179
Jackets,Lime,1549,1380,946
Jackets,Pearl,1777,1567,1620
Jackets,Pearl,1511,726,1273
Shorts,Pearl,1959,1100,878
Jackets,Pearl,1950,1208,806
T-Shirts,Pearl,1003,767,507
Skirts,Pearl,975,1820,663
Shirts,Pearl,1595,1066,1404
Shorts,Pearl,737,1627,1733
Jackets,Pearl,1327,967,1977
Skirts,Pearl,885,1274,1347
T-Shirts,Pearl,1376,758,782
Jackets,Pearl,539,985,1428
Skirts,Pearl,1652,1514,1523
Shirts,Pearl,1427,1187,1112
Skirts,Pearl,1489,1465,865
Jeans,Pearl,1043,1148,1313
Shorts,Pearl,1539,1652,1074
Shirts,Pearl,1512,1169,768
Jackets,Pearl,1783,1423,1625
Jackets,Pearl,746,630,852
Skirts,Pearl,1429,1905,1521
Shirts,Pearl,726,1200,1999
Shirts,Pearl,764,1895,1957
Jeans,Pearl,710,1900,1918
Jackets,Pearl,1442,1887,956
Shirts,Pearl,1749,1481,1654
Skirts,Pearl,975,1485,1800
Skirts,Pearl,1741,689,1940
Shirts,Pearl,1045,540,806
Shorts,Pearl,837,1837,1598
Dresses,Pearl,778,1699,1395
Jeans,Pearl,772,1336,1119
T-Shirts,Pearl,1361,1430,788
Skirts,Pearl,1392,771,1589
T-Shirts,Pearl,1435,747,655
Shorts,Pearl,953,700,623
Dresses,Pearl,1467,1354,1139
Shorts,Pearl,1015,941,642
Shorts,Pearl,1032,726,1836
Shirts,Pearl,1448,1825,959
Dresses,Pearl,1050,892,1344
Shorts,Pearl,709,1638,1145
T-Shirts,Pearl,718,906,1966
T-Shirts,Pearl,1877,1387,1057
Jeans,Pearl,641,1111,1000
Jeans,Pearl,1095,780,923
Jeans,Pearl,653,1113,1161
Dresses,Pearl,582,1446,1398
Jackets,Pearl,1798,783,1479
Shirts,Pearl,1850,1586,1596
T-Shirts,Pearl,1898,1132,1286
Shorts,Pearl,1511,897,1643
Jeans,Pearl,1960,1175,1435
Dresses,Pearl,785,764,819
Dresses,Pearl,1899,1319,588
Jeans,Pearl,1726,1320,1500
T-Shirts,Pearl,833,721,540
Skirts,Pearl,567,1487,1013
Dresses,Pearl,1650,1778,1194
Shirts,Pearl,1585,1380,931
Jeans,Pearl,767,1558,1278
Jeans,Pearl,1992,1160,1848
Skirts,Pearl,1512,1724,1968
Dresses,Pearl,1847,1558,1476
Jackets,Pearl,1227,979,1588
Shirts,Pearl,842,1954,1947
Skirts,Pearl,937,673,1058
Shorts,Pearl,1158,525,1319
Shirts,Pearl,905,731,1032
T-Shirts,Pearl,1004,678,631
Shorts,Pearl,1978,847,1039
Skirts,Pearl,1929,575,1078
Jeans,Pearl,693,1685,846
Shorts,Pearl,1884,1610,1785
Jeans,Pearl,1072,1279,761
Jackets,Pearl,782,1990,1903
Jackets,Pearl,1972,940,592
Shirts,Pearl,1252,1366,1947
Jeans,Pearl,1814,1955,1248
Skirts,Pearl,1152,1200,1497
Dresses,Pearl,1825,1380,1713
T-Shirts,Pearl,903,1391,1364
Jackets,Pearl,840,1203,817
Jackets,Pearl,1886,881,732
Dresses,Pearl,1867,1316,1052
Dresses,Pearl,1355,1318,682
Dresses,Pearl,896,1278,1406
Shirts,Pearl,626,500,1691
Skirts,Pearl,518,1855,1083
Shirts,Pearl,1632,1791,944
Dresses,Pearl,1824,1101,602
Skirts,Pearl,1773,1976,1019
Dresses,Pearl,1358,673,1866
Jeans,Pearl,1504,930,1226
Dresses,Pearl,1349,1847,1489
Dresses,Pearl,1138,919,1093
Shirts,Pearl,911,1435,1607
Dresses,Pearl,831,1901,1154
Dresses,Pearl,1458,604,701
Jackets,Pearl,1789,1409,709
T-Shirts,Obsidian,1641,1212,1900
Shorts,Obsidian,1270,1607,953
T-Shirts,Obsidian,1128,886,1873
Jackets,Obsidian,1604,767,918
T-Shirts,Obsidian,1834,1485,1880
Shirts,Obsidian,1073,548,1650
Shorts,Obsidian,1420,1802,1931
Dresses,Obsidian,1817,776,1961
T-Shirts,Obsidian,919,1110,1952
Shorts,Obsidian,572,1553,1711
Skirts,Obsidian,1974,694,1679
Skirts,Obsidian,1346,1564,1586
Shorts,Obsidian,859,1598,1059
Jackets,Obsidian,1641,1903,1178
Jackets,Obsidian,939,1432,506
Skirts,Obsidian,920,1332,1716
Shorts,Obsidian,1671,1725,1967
Jackets,Obsidian,1942,1950,1506
Shorts,Obsidian,1998,625,894
Dresses,Obsidian,1380,1075,824
Jackets,Obsidian,1963,1727,1332
Shorts,Obsidian,1911,1957,1336
Jeans,Obsidian,1899,1867,942
T-Shirts,Obsidian,574,1056,1678
Jeans,Obsidian,862,947,1757
T-Shirts,Obsidian,761,624,1410
Shirts,Obsidian,1041,984,621
Shirts,Obsidian,669,623,1558
Shorts,Obsidian,1145,1285,700
Dresses,Obsidian,1296,576,558
Shorts,Obsidian,1137,608,1507
Jeans,Obsidian,567,1592,1688
Dresses,Obsidian,804,1173,864
Jeans,Obsidian,1320,1902,842
T-Shirts,Obsidian,1398,1877,1939
Shirts,Obsidian,1261,840,1441
Shorts,Obsidian,1503,799,638
Shorts,Obsidian,1335,1908,1803
Shirts,Obsidian,982,1408,1634
Jackets,Obsidian,638,1495,934
Shirts,Obsidian,772,1622,603
Jeans,Obsidian,1261,1286,664
Shorts,Obsidian,1019,1807,1016
Dresses,Obsidian,1112,663,563
T-Shirts,Obsidian,1640,766,1663
Jeans,Obsidian,894,975,1476
Skirts,Obsidian,1057,1517,1382
T-Shirts,Obsidian,1165,1827,1119
Skirts,Obsidian,1319,1363,1081
Shorts,Obsidian,1194,1751,1625
T-Shirts,Obsidian,1940,1739,906
Shorts,Obsidian,1214,1203,1260
T-Shirts,Obsidian,1988,1473,581
Skirts,Obsidian,1271,1402,864
T-Shirts,Obsidian,1571,1010,1852
Skirts,Obsidian,1440,836,1380
Dresses,Obsidian,1339,646,1846
T-Shirts,Obsidian,1336,1536,1442
Jeans,Obsidian,786,1219,1637
Jeans,Obsidian,1872,1182,1405
Jackets,Obsidian,819,625,776
Skirts,Obsidian,693,1195,1809
Dresses,Obsidian,1826,1686,518
Jackets,Obsidian,763,1293,612
Shorts,Obsidian,1041,1146,1078
Dresses,Obsidian,1815,524,500
Shorts,Obsidian,640,1147,687
Dresses,Obsidian,1650,756,1046
Jackets,Obsidian,1202,1627,1788
Jackets,Obsidian,1441,1907,1783
Jeans,Obsidian,1881,1598,1878
T-Shirts,Obsidian,1409,687,1813
Shirts,Obsidian,582,1646,857
Jackets,Obsidian,1435,874,661
Jackets,Obsidian,1903,1881,1711
Jackets,Obsidian,949,1997,1536
Shorts,Obsidian,1007,1813,794
T-Shirts,Obsidian,1403,1738,1473
Jeans,Obsidian,1550,1232,1754
Shirts,Obsidian,820,1412,1756
Jeans,Obsidian,936,1280,1926
Shirts,Obsidian,1836,1804,1225
Shorts,Obsidian,836,682,1546
Jeans,Obsidian,1597,1533,1979
Jeans,Obsidian,1159,659,1537
Jackets,Obsidian,911,1511,552
Shorts,Obsidian,1545,1553,1202
Skirts,Obsidian,1728,1582,1994
Jackets,Obsidian,1535,1813,1349
Jackets,Obsidian,1598,1372,1964
Shorts,Obsidian,1764,1517,1677
Jackets,Obsidian,1619,793,708
Shorts,Obsidian,1611,1317,889
Shirts,Obsidian,1439,1388,1680
Skirts,Obsidian,1132,1076,636
T-Shirts,Obsidian,927,1975,1111
Jackets,Obsidian,1410,1318,640
T-Shirts,Obsidian,676,697,1123
Skirts,Obsidian,1190,1944,900
Jackets,Obsidian,970,717,1428
Skirts,Light Green,1131,1450,1405
Shorts,Light Green,522,734,1536
Shirts,Light Green,1428,1022,1975
Shorts,Light Green,1292,1032,1478
T-Shirts,Light Green,1816,1309,1412
Shirts,Light Green,1827,1370,1039
Dresses,Light Green,1878,1826,726
Skirts,Light Green,1372,1391,1978
Dresses,Light Green,1536,709,1240
Shirts,Light Green,1623,530,1397
Dresses,Light Green,828,1689,1982
Jeans,Light Green,1451,1623,1120
Shorts,Light Green,1696,661,1275
Shorts,Light Green,773,1526,1551
Jeans,Light Green,1439,1672,1039
Jeans,Light Green,1961,1588,855
Shirts,Light Green,1775,734,726
Shirts,Light Green,1836,548,617
Jeans,Light Green,1064,1567,552
Jackets,Light Green,1057,1625,1367
Jeans,Light Green,1661,1174,886
Shorts,Light Green,1113,516,1705
Skirts,Light Green,1040,670,908
Skirts,Light Green,1901,1711,1357
Jeans,Light Green,618,1679,1283
Shorts,Light Green,964,603,1197
Skirts,Light Green,674,1244,1944
Jeans,Light Green,1914,1164,532
Shorts,Light Green,1018,1255,511
T-Shirts,Light Green,872,983,1472
Shorts,Light Green,1751,1122,806
Dresses,Light Green,659,830,1275
Dresses,Light Green,1482,1228,1979
Shirts,Light Green,1737,1582,1143
T-Shirts,Light Green,988,656,1109
Jackets,Light Green,911,1728,1602
Skirts,Light Green,970,1741,1015
Jackets,Light Green,1627,892,1130
Shirts,Light Green,1107,1479,933
T-Shirts,Light Green,1666,1039,777
Dresses,Light Green,1613,1722,861
Dresses,Light Green,525,1548,1917
T-Shirts,Light Green,1824,1862,766
Shirts,Light Green,955,1883,1591
Shorts,Light Green,1362,1935,990
Dresses,Light Green,1572,1063,1625
Jeans,Light Green,1058,658,988
Jeans,Light Green,1765,1293,504
Skirts,Light Green,860,958,747
Jeans,Light Green,1445,921,514
Shirts,Light Green,1645,776,952
Jeans,Light Green,1817,1097,945
Jackets,Light Green,1213,801,1746
Jeans,Light Green,502,1489,1616
Skirts,Light Green,992,1758,1119
Dresses,Light Green,830,832,549
T-Shirts,Light Green,1362,771,1079
T-Shirts,Light Green,1775,1059,1195
T-Shirts,Light Green,1613,945,1516
Skirts,Light Green,1662,856,773
T-Shirts,Light Green,810,1369,1385
Jackets,Light Green,653,1913,1783
Skirts,Light Green,1382,1296,624
Jackets,Light Green,1796,1118,744
Jackets,Light Green,1429,1770,1019
Shirts,Light Green,861,507,977
